datetimes,load_profile,col,y
2016-01-01 00:15:00,11.46,11.46,10.46
2016-01-01 00:30:00,11.32,11.32,10.68
2016-01-01 00:45:00,11.62,11.62,10.78
2016-01-01 01:00:00,9.4,9.4,10.48
2016-01-01 01:15:00,10.58,10.58,10.46
2016-01-01 01:30:00,9.92,9.92,10.38
2016-01-01 01:45:00,9.22,9.22,10.78
2016-01-01 02:00:00,7.96,7.96,9.08
2016-01-01 02:15:00,10.52,10.52,10.92
2016-01-01 02:30:00,11.08,11.08,11.16
2016-01-01 02:45:00,11.3,11.3,10.12
2016-01-01 03:00:00,11.14,11.14,11.22
2016-01-01 03:15:00,11.2,11.2,10.84
2016-01-01 03:30:00,11.36,11.36,10.64
2016-01-01 03:45:00,11.4,11.4,8.58
2016-01-01 04:00:00,11.08,11.08,10.8
2016-01-01 04:15:00,10.48,10.48,7.96
2016-01-01 04:30:00,10.44,10.44,10.42
2016-01-01 04:45:00,10.48,10.48,11.0
2016-01-01 05:00:00,8.26,8.26,10.36
2016-01-01 05:15:00,9.58,9.58,9.02
2016-01-01 05:30:00,10.36,10.36,9.64
2016-01-01 05:45:00,11.88,11.88,10.68
2016-01-01 06:00:00,15.88,15.88,10.9
2016-01-01 06:15:00,13.26,13.26,10.62
2016-01-01 06:30:00,7.94,7.94,11.84
2016-01-01 06:45:00,6.74,6.74,12.0
2016-01-01 07:00:00,7.78,7.78,10.24
2016-01-01 07:15:00,10.5,10.5,10.94
2016-01-01 07:30:00,9.62,9.62,13.86
2016-01-01 07:45:00,13.16,13.16,15.56
2016-01-01 08:00:00,15.5,15.5,13.94
2016-01-01 08:15:00,14.02,14.02,12.8
2016-01-01 08:30:00,13.04,13.04,11.62
2016-01-01 08:45:00,9.74,9.74,14.7
2016-01-01 09:00:00,10.48,10.48,15.36
2016-01-01 09:15:00,9.42,9.42,16.28
2016-01-01 09:30:00,9.3,9.3,16.22
2016-01-01 09:45:00,9.28,9.28,12.06
2016-01-01 10:00:00,9.06,9.06,16.34
2016-01-01 10:15:00,10.32,10.32,16.54
2016-01-01 10:30:00,8.68,8.68,16.86
2016-01-01 10:45:00,4.32,4.32,12.46
2016-01-01 11:00:00,4.64,4.64,13.78
2016-01-01 11:15:00,8.08,8.08,12.72
2016-01-01 11:30:00,7.46,7.46,16.66
2016-01-01 11:45:00,7.6,7.6,16.22
2016-01-01 12:00:00,5.68,5.68,9.56
2016-01-01 12:15:00,7.94,7.94,11.52
2016-01-01 12:30:00,8.04,8.04,10.08
2016-01-01 12:45:00,8.58,8.58,11.4
2016-01-01 13:00:00,8.64,8.64,15.72
2016-01-01 13:15:00,6.16,6.16,17.34
2016-01-01 13:30:00,8.5,8.5,13.5
2016-01-01 13:45:00,8.08,8.08,7.02
2016-01-01 14:00:00,8.26,8.26,10.16
2016-01-01 14:15:00,8.6,8.6,10.04
2016-01-01 14:30:00,6.72,6.72,11.34
2016-01-01 14:45:00,5.1,5.1,12.32
2016-01-01 15:00:00,8.34,8.34,16.96
2016-01-01 15:15:00,8.08,8.08,18.72
2016-01-01 15:30:00,8.92,8.92,13.42
2016-01-01 15:45:00,8.54,8.54,7.1
2016-01-01 16:00:00,8.7,8.7,9.46
2016-01-01 16:15:00,7.9,7.9,10.7
2016-01-01 16:30:00,9.64,9.64,10.74
2016-01-01 16:45:00,10.28,10.28,10.8
2016-01-01 17:00:00,7.84,7.84,12.04
2016-01-01 17:15:00,10.9,10.9,10.96
2016-01-01 17:30:00,10.66,10.66,8.16
2016-01-01 17:45:00,10.46,10.46,9.86
2016-01-01 18:00:00,10.2,10.2,11.46
2016-01-01 18:15:00,10.46,10.46,11.52
2016-01-01 18:30:00,10.68,10.68,10.8
2016-01-01 18:45:00,10.78,10.78,9.48
2016-01-01 19:00:00,10.48,10.48,8.42
2016-01-01 19:15:00,10.46,10.46,9.64
2016-01-01 19:30:00,10.38,10.38,10.92
2016-01-01 19:45:00,10.78,10.78,10.82
2016-01-01 20:00:00,9.08,9.08,12.1
2016-01-01 20:15:00,10.92,10.92,9.22
2016-01-01 20:30:00,11.16,11.16,10.12
2016-01-01 20:45:00,10.12,10.12,9.48
2016-01-01 21:00:00,11.22,11.22,10.46
2016-01-01 21:15:00,10.84,10.84,12.14
2016-01-01 21:30:00,10.64,10.64,16.02
2016-01-01 21:45:00,8.58,8.58,16.44
2016-01-01 22:00:00,10.8,10.8,13.16
2016-01-01 22:15:00,7.96,7.96,9.52
2016-01-01 22:30:00,10.42,10.42,10.04
2016-01-01 22:45:00,11.0,11.0,11.48
2016-01-01 23:00:00,10.36,10.36,11.7
2016-01-01 23:15:00,9.02,9.02,11.96
2016-01-01 23:30:00,9.64,9.64,11.7
2016-01-01 23:45:00,10.68,10.68,10.88
2016-01-02 00:00:00,10.9,10.9,12.22
2016-01-02 00:15:00,10.62,10.62,16.62
2016-01-02 00:30:00,11.84,11.84,17.34
2016-01-02 00:45:00,12.0,12.0,12.08
2016-01-02 01:00:00,10.24,10.24,6.62
2016-01-02 01:15:00,10.94,10.94,11.22
2016-01-02 01:30:00,13.86,13.86,10.52
2016-01-02 01:45:00,15.56,15.56,11.3
2016-01-02 02:00:00,13.94,13.94,13.64
2016-01-02 02:15:00,12.8,12.8,12.5
2016-01-02 02:30:00,11.62,11.62,12.62
2016-01-02 02:45:00,14.7,14.7,14.72
2016-01-02 03:00:00,15.36,15.36,16.18
2016-01-02 03:15:00,16.28,16.28,16.32
2016-01-02 03:30:00,16.22,16.22,16.02
2016-01-02 03:45:00,12.06,12.06,12.48
2016-01-02 04:00:00,16.34,16.34,16.32
2016-01-02 04:15:00,16.54,16.54,16.56
2016-01-02 04:30:00,16.86,16.86,16.8
2016-01-02 04:45:00,12.46,12.46,16.92
2016-01-02 05:00:00,13.78,13.78,10.34
2016-01-02 05:15:00,12.72,12.72,12.56
2016-01-02 05:30:00,16.66,16.66,16.94
2016-01-02 05:45:00,16.22,16.22,17.2
2016-01-02 06:00:00,9.56,9.56,14.08
2016-01-02 06:15:00,11.52,11.52,9.62
2016-01-02 06:30:00,10.08,10.08,10.7
2016-01-02 06:45:00,11.4,11.4,11.96
2016-01-02 07:00:00,15.72,15.72,12.28
2016-01-02 07:15:00,17.34,17.34,16.56
2016-01-02 07:30:00,13.5,13.5,17.0
2016-01-02 07:45:00,7.02,7.02,12.76
2016-01-02 08:00:00,10.16,10.16,15.5
2016-01-02 08:15:00,10.04,10.04,12.42
2016-01-02 08:30:00,11.34,11.34,11.88
2016-01-02 08:45:00,12.32,12.32,12.0
2016-01-02 09:00:00,16.96,16.96,11.92
2016-01-02 09:15:00,18.72,18.72,10.86
2016-01-02 09:30:00,13.42,13.42,11.78
2016-01-02 09:45:00,7.1,7.1,11.88
2016-01-02 10:00:00,9.46,9.46,11.92
2016-01-02 10:15:00,10.7,10.7,11.84
2016-01-02 10:30:00,10.74,10.74,11.82
2016-01-02 10:45:00,10.8,10.8,10.68
2016-01-02 11:00:00,12.04,12.04,11.54
2016-01-02 11:15:00,10.96,10.96,14.14
2016-01-02 11:30:00,8.16,8.16,16.0
2016-01-02 11:45:00,9.86,9.86,11.6
2016-01-02 12:00:00,11.46,11.46,6.62
2016-01-02 12:15:00,11.52,11.52,11.16
2016-01-02 12:30:00,10.8,10.8,10.24
2016-01-02 12:45:00,9.48,9.48,11.36
2016-01-02 13:00:00,8.42,8.42,11.4
2016-01-02 13:15:00,9.64,9.64,11.44
2016-01-02 13:30:00,10.92,10.92,11.44
2016-01-02 13:45:00,10.82,10.82,11.34
2016-01-02 14:00:00,12.1,12.1,10.2
2016-01-02 14:15:00,9.22,9.22,11.3
2016-01-02 14:30:00,10.12,10.12,11.18
2016-01-02 14:45:00,9.48,9.48,15.42
2016-01-02 15:00:00,10.46,10.46,16.48
2016-01-02 15:15:00,12.14,12.14,10.2
2016-01-02 15:30:00,16.02,16.02,4.72
2016-01-02 15:45:00,16.44,16.44,7.44
2016-01-02 16:00:00,13.16,13.16,9.82
2016-01-02 16:15:00,9.52,9.52,12.04
2016-01-02 16:30:00,10.04,10.04,16.02
2016-01-02 16:45:00,11.48,11.48,12.54
2016-01-02 17:00:00,11.7,11.7,7.96
2016-01-02 17:15:00,11.96,11.96,9.94
2016-01-02 17:30:00,11.7,11.7,6.92
2016-01-02 17:45:00,10.88,10.88,9.72
2016-01-02 18:00:00,12.22,12.22,9.76
2016-01-02 18:15:00,16.62,16.62,9.84
2016-01-02 18:30:00,17.34,17.34,10.06
2016-01-02 18:45:00,12.08,12.08,10.0
2016-01-02 19:00:00,6.62,6.62,7.54
2016-01-02 19:15:00,11.22,11.22,8.94
2016-01-02 19:30:00,10.52,10.52,8.84
2016-01-02 19:45:00,11.3,11.3,9.42
2016-01-02 20:00:00,13.64,13.64,9.08
2016-01-02 20:15:00,12.5,12.5,7.52
2016-01-02 20:30:00,12.62,12.62,8.18
2016-01-02 20:45:00,14.72,14.72,8.78
2016-01-02 21:00:00,16.18,16.18,9.32
2016-01-02 21:15:00,16.32,16.32,14.4
2016-01-02 21:30:00,16.02,16.02,15.18
2016-01-02 21:45:00,12.48,12.48,8.16
2016-01-02 22:00:00,16.32,16.32,9.42
2016-01-02 22:15:00,16.56,16.56,8.08
2016-01-02 22:30:00,16.8,16.8,10.06
2016-01-02 22:45:00,16.92,16.92,13.22
2016-01-02 23:00:00,10.34,10.34,12.32
2016-01-02 23:15:00,12.56,12.56,14.84
2016-01-02 23:30:00,16.94,16.94,12.94
2016-01-02 23:45:00,17.2,17.2,16.02
2016-01-03 00:00:00,14.08,14.08,16.4
2016-01-03 00:15:00,9.62,9.62,15.68
2016-01-03 00:30:00,10.7,10.7,15.3
2016-01-03 00:45:00,11.96,11.96,13.5
2016-01-03 01:00:00,12.28,12.28,15.3
2016-01-03 01:15:00,16.56,16.56,16.5
2016-01-03 01:30:00,17.0,17.0,16.06
2016-01-03 01:45:00,12.76,12.76,11.34
2016-01-03 02:00:00,15.5,15.5,13.5
2016-01-03 02:15:00,12.42,12.42,14.18
2016-01-03 02:30:00,11.88,11.88,16.32
2016-01-03 02:45:00,12.0,12.0,16.12
2016-01-03 03:00:00,11.92,11.92,13.36
2016-01-03 03:15:00,10.86,10.86,16.96
2016-01-03 03:30:00,11.78,11.78,17.0
2016-01-03 03:45:00,11.88,11.88,15.0
2016-01-03 04:00:00,11.92,11.92,12.86
2016-01-03 04:15:00,11.84,11.84,12.48
2016-01-03 04:30:00,11.82,11.82,12.58
2016-01-03 04:45:00,10.68,10.68,17.12
2016-01-03 05:00:00,11.54,11.54,11.74
2016-01-03 05:15:00,14.14,14.14,12.58
2016-01-03 05:30:00,16.0,16.0,12.54
2016-01-03 05:45:00,11.6,11.6,16.0
2016-01-03 06:00:00,6.62,6.62,17.06
2016-01-03 06:15:00,11.16,11.16,15.4
2016-01-03 06:30:00,10.24,10.24,11.24
2016-01-03 06:45:00,11.36,11.36,11.64
2016-01-03 07:00:00,11.4,11.4,11.06
2016-01-03 07:15:00,11.44,11.44,11.7
2016-01-03 07:30:00,11.44,11.44,11.5
2016-01-03 07:45:00,11.34,11.34,13.42
2016-01-03 08:00:00,10.2,10.2,12.9
2016-01-03 08:15:00,11.3,11.3,11.98
2016-01-03 08:30:00,11.18,11.18,12.58
2016-01-03 08:45:00,15.42,15.42,17.74
2016-01-03 09:00:00,16.48,16.48,18.24
2016-01-03 09:15:00,10.2,10.2,18.22
2016-01-03 09:30:00,4.72,4.72,13.58
2016-01-03 09:45:00,7.44,7.44,10.12
2016-01-03 10:00:00,9.82,9.82,11.9
2016-01-03 10:15:00,12.04,12.04,11.7
2016-01-03 10:30:00,16.02,16.02,12.54
2016-01-03 10:45:00,12.54,12.54,15.46
2016-01-03 11:00:00,7.96,7.96,11.7
2016-01-03 11:15:00,9.94,9.94,12.28
2016-01-03 11:30:00,6.92,6.92,14.36
2016-01-03 11:45:00,9.72,9.72,20.94
2016-01-03 12:00:00,9.76,9.76,21.62
2016-01-03 12:15:00,9.84,9.84,22.36
2016-01-03 12:30:00,10.06,10.06,20.24
2016-01-03 12:45:00,10.0,10.0,15.16
2016-01-03 13:00:00,7.54,7.54,16.9
2016-01-03 13:15:00,8.94,8.94,20.86
2016-01-03 13:30:00,8.84,8.84,24.98
2016-01-03 13:45:00,9.42,9.42,25.2
2016-01-03 14:00:00,9.08,9.08,30.16
2016-01-03 14:15:00,7.52,7.52,33.0
2016-01-03 14:30:00,8.18,8.18,24.7
2016-01-03 14:45:00,8.78,8.78,24.74
2016-01-03 15:00:00,9.32,9.32,27.22
2016-01-03 15:15:00,14.4,14.4,24.92
2016-01-03 15:30:00,15.18,15.18,24.26
2016-01-03 15:45:00,8.16,8.16,19.24
2016-01-03 16:00:00,9.42,9.42,16.82
2016-01-03 16:15:00,8.08,8.08,19.18
2016-01-03 16:30:00,10.06,10.06,20.68
2016-01-03 16:45:00,13.22,13.22,19.56
2016-01-03 17:00:00,12.32,12.32,20.14
2016-01-03 17:15:00,14.84,14.84,17.62
2016-01-03 17:30:00,12.94,12.94,13.88
2016-01-03 17:45:00,16.02,16.02,18.68
2016-01-03 18:00:00,16.4,16.4,12.78
2016-01-03 18:15:00,15.68,15.68,9.92
2016-01-03 18:30:00,15.3,15.3,15.06
2016-01-03 18:45:00,13.5,13.5,14.62
2016-01-03 19:00:00,15.3,15.3,13.54
2016-01-03 19:15:00,16.5,16.5,16.46
2016-01-03 19:30:00,16.06,16.06,16.32
2016-01-03 19:45:00,11.34,11.34,16.04
2016-01-03 20:00:00,13.5,13.5,14.88
2016-01-03 20:15:00,14.18,14.18,11.44
2016-01-03 20:30:00,16.32,16.32,8.76
2016-01-03 20:45:00,16.12,16.12,12.66
2016-01-03 21:00:00,13.36,13.36,13.56
2016-01-03 21:15:00,16.96,16.96,13.36
2016-01-03 21:30:00,17.0,17.0,13.48
2016-01-03 21:45:00,15.0,15.0,15.32
2016-01-03 22:00:00,12.86,12.86,13.14
2016-01-03 22:15:00,12.48,12.48,20.52
2016-01-03 22:30:00,12.58,12.58,22.78
2016-01-03 22:45:00,17.12,17.12,18.34
2016-01-03 23:00:00,11.74,11.74,23.72
2016-01-03 23:15:00,12.58,12.58,24.8
2016-01-03 23:30:00,12.54,12.54,23.98
2016-01-03 23:45:00,16.0,16.0,22.38
2016-01-04 00:00:00,17.06,17.06,26.38
2016-01-04 00:15:00,15.4,15.4,26.3
2016-01-04 00:30:00,11.24,11.24,24.48
2016-01-04 00:45:00,11.64,11.64,19.22
2016-01-04 01:00:00,11.06,11.06,21.18
2016-01-04 01:15:00,11.7,11.7,21.58
2016-01-04 01:30:00,11.5,11.5,24.52
2016-01-04 01:45:00,13.42,13.42,24.0
2016-01-04 02:00:00,12.9,12.9,14.88
2016-01-04 02:15:00,11.98,11.98,11.7
2016-01-04 02:30:00,12.58,12.58,10.76
2016-01-04 02:45:00,17.74,17.74,11.04
2016-01-04 03:00:00,18.24,18.24,10.7
2016-01-04 03:15:00,18.22,18.22,10.68
2016-01-04 03:30:00,13.58,13.58,10.96
2016-01-04 03:45:00,10.12,10.12,9.92
2016-01-04 04:00:00,11.9,11.9,11.32
2016-01-04 04:15:00,11.7,11.7,10.54
2016-01-04 04:30:00,12.54,12.54,14.82
2016-01-04 04:45:00,15.46,15.46,15.68
2016-01-04 05:00:00,11.7,11.7,16.7
2016-01-04 05:15:00,12.28,12.28,12.36
2016-01-04 05:30:00,14.36,14.36,16.18
2016-01-04 05:45:00,20.94,20.94,13.04
2016-01-04 06:00:00,21.62,21.62,8.68
2016-01-04 06:15:00,22.36,22.36,11.98
2016-01-04 06:30:00,20.24,20.24,12.3
2016-01-04 06:45:00,15.16,15.16,11.46
2016-01-04 07:00:00,16.9,16.9,12.12
2016-01-04 07:15:00,20.86,20.86,11.38
2016-01-04 07:30:00,24.98,24.98,14.88
2016-01-04 07:45:00,25.2,25.2,17.42
2016-01-04 08:00:00,30.16,30.16,16.98
2016-01-04 08:15:00,33.0,33.0,13.12
2016-01-04 08:30:00,24.7,24.7,17.46
2016-01-04 08:45:00,24.74,24.74,13.78
2016-01-04 09:00:00,27.22,27.22,10.0
2016-01-04 09:15:00,24.92,24.92,11.9
2016-01-04 09:30:00,24.26,24.26,11.4
2016-01-04 09:45:00,19.24,19.24,11.56
2016-01-04 10:00:00,16.82,16.82,11.8
2016-01-04 10:15:00,19.18,19.18,12.82
2016-01-04 10:30:00,20.68,20.68,12.1
2016-01-04 10:45:00,19.56,19.56,12.1
2016-01-04 11:00:00,20.14,20.14,11.26
2016-01-04 11:15:00,17.62,17.62,12.06
2016-01-04 11:30:00,13.88,13.88,12.22
2016-01-04 11:45:00,18.68,18.68,13.44
2016-01-04 12:00:00,12.78,12.78,17.36
2016-01-04 12:15:00,9.92,9.92,17.06
2016-01-04 12:30:00,15.06,15.06,17.46
2016-01-04 12:45:00,14.62,14.62,18.52
2016-01-04 13:00:00,13.54,13.54,17.7
2016-01-04 13:15:00,16.46,16.46,24.56
2016-01-04 13:30:00,16.32,16.32,25.28
2016-01-04 13:45:00,16.04,16.04,26.02
2016-01-04 14:00:00,14.88,14.88,25.66
2016-01-04 14:15:00,11.44,11.44,25.04
2016-01-04 14:30:00,8.76,8.76,24.12
2016-01-04 14:45:00,12.66,12.66,26.18
2016-01-04 15:00:00,13.56,13.56,29.34
2016-01-04 15:15:00,13.36,13.36,27.44
2016-01-04 15:30:00,13.48,13.48,26.08
2016-01-04 15:45:00,15.32,15.32,22.56
2016-01-04 16:00:00,13.14,13.14,21.0
2016-01-04 16:15:00,20.52,20.52,21.22
2016-01-04 16:30:00,22.78,22.78,17.3
2016-01-04 16:45:00,18.34,18.34,11.96
2016-01-04 17:00:00,23.72,23.72,16.92
2016-01-04 17:15:00,24.8,24.8,13.4
2016-01-04 17:30:00,23.98,23.98,12.46
2016-01-04 17:45:00,22.38,22.38,9.7
2016-01-04 18:00:00,26.38,26.38,12.96
2016-01-04 18:15:00,26.3,26.3,11.28
2016-01-04 18:30:00,24.48,24.48,13.72
2016-01-04 18:45:00,19.22,19.22,11.78
2016-01-04 19:00:00,21.18,21.18,14.16
2016-01-04 19:15:00,21.58,21.58,11.94
2016-01-04 19:30:00,24.52,24.52,12.88
2016-01-04 19:45:00,24.0,24.0,17.7
